Index,Offset,Original,Cleaned,Translation
5382,7844856,\pCurse,Curse,
5383,7844864,\pA sword skill that causes damage to\nand even destroys equipment!,A sword skill that causes damage to and even destroys equipment!,
5384,7844944,\pA blade dedicated to a god of war.\nConfers a bloodthirst upon its bearer.,A blade dedicated to a god of war. Confers a bloodthirst upon its bearer.,
5385,7845024,"\pA sword coated with an aphrodisiac.\nHit 'em with the charm, I guess?","A sword coated with an aphrodisiac. Hit 'em with the charm, I guess?",
5386,7845096,\pHow much do you want to withdraw?,How much do you want to withdraw?,
5387,7845136,\pWhat is this bewitching melody?!\nCauses commands to get mixed up.,What is this bewitching melody?! Causes commands to get mixed up.,
5388,7845208,\p%20x%4y\h%d,[NUM],
5389,7845224,\pCobra Strike,Cobra Strike,
5390,7845240,\pThis is your new card.\nPlease take good care of it!,This is your new card. Please take good care of it!,
5391,7845296,\pA sword for those of stalwart resolve.\nRequires great determination to wield!,A sword for those of stalwart resolve. Requires great determination to wield!,
5392,7845384,\pRampage,Rampage,
5393,7845400,\pGet distracted by something.\nForfeits a great deal of HP.,Get distracted by something. Forfeits a great deal of HP.,
5394,7845464,\p%20x%2y\h%d,[NUM],
5395,7845480,\pHere.\nPlease take this card.,Here. Please take this card.,
5396,7845512,\pMagma,Magma,
5397,7845520,\pA sword that lets you predict how your\nfoe will counter. Reliable in a pinch!,A sword that lets you predict how your foe will counter. Reliable in a pinch!,
5398,7845608,\pA weapon as old as time.\nA perfect fit for the penniless!,A weapon as old as time. A perfect fit for the penniless!,
5399,7845672,\p%20x%0y\h%d,[NUM],
5400,7845688,"\p\h%2x%s%9x\,%6dG","[TEXT],[NUM]G",
5401,7845712,"\pShow something so horrifying,\nthere's no choice but to surrender.","Show something so horrifying, there's no choice but to surrender.",
5402,7845784,\pSleepy Time,Sleepy Time,
5403,7845800,\pPurse Cutter,Purse Cutter,
5404,7845816,\pLocal Assault,Local Assault,
5405,7845832,"\p%0x%0y\h\,%12dG",",[NUM]G",
5406,7845856,\pA money-stealing sword forged over\nthree generations of phantom thieves.,A money-stealing sword forged over three generations of phantom thieves.,
5407,7845936,\pA wildly inconsistent sword. Its power\nvaries greatly from turn to turn.,A wildly inconsistent sword. Its power varies greatly from turn to turn.,
5408,7846016,\pLose one's voice for chanting spells!\nSeals offensive and defensive magic.,Lose one's voice for chanting spells! Seals offensive and defensive magic.,
5409,7846096,\pA sword said to house a demonic deity.\nChips away at its user's HP in battle.,A sword said to house a demonic deity. Chips away at its user's HP in battle.,
5410,7846184,\pExploit,Exploit,
5411,7846200,\pTenderize,Tenderize,
5412,7846224,\pA sword forged of enduring friendship.\nSporadically adds fire to its blows.,A sword forged of enduring friendship. Sporadically adds fire to its blows.,
5413,7846304,\pA fickle has-been's staff with effects\nfrom forced surrender to double AT.,A fickle has-been's staff with effects from forced surrender to double AT.,
5414,7846384,\pA staff that makes its target fall\nasleep. Ineffective if already asleep.,A staff that makes its target fall asleep. Ineffective if already asleep.,
5415,7846464,"\pA staff made of fine clay, desired\nfor appearance and efficacy alike.","A staff made of fine clay, desired for appearance and efficacy alike.",
5416,7846560,\pA staff made of iron. Holding it too\nlong gives your hands that iron smell.,A staff made of iron. Holding it too long gives your hands that iron smell.,
5417,7846640,\pA lavish staff with inset crystal\nused to channel magic attacks.,A lavish staff with inset crystal used to channel magic attacks.,
5418,7846720,\pA magic mallet that generates money\nwith each strike. Is this even legal?!,A magic mallet that generates money with each strike. Is this even legal?!,
5419,7846800,\pAn extremely tough hammer that\nsometimes adds lightning to its blows.,An extremely tough hammer that sometimes adds lightning to its blows.,
5420,7846880,"\pHalve enemy HP, and enrage!\nCauses your HP to halve as well.","Halve enemy HP, and enrage! Causes your HP to halve as well.",
5421,7846944,\pDeals far more damage than its squeaky\nimpact noise suggests it should. PEEP!,Deals far more damage than its squeaky impact noise suggests it should. PEEP!,
5422,7847032,\pAtrophy,Atrophy,
5423,7847048,\pFraidy Cat,Fraidy Cat,
5424,7847064,"\pOh, no! You lost your card?","Oh, no! You lost your card?",
5425,7847096,"\pYou beat the security guard\nand won %2c\,%dG%0c!\k","You beat the security guard and won ,[NUM]G!",
5426,7847152,\pA massive hammer that looks heavier\nthan it is. Makes one feel powerful.,A massive hammer that looks heavier than it is. Makes one feel powerful.,
5427,7847232,\pA club with a heavy weight at the end.\nIt deals a pretty hefty blow.,A club with a heavy weight at the end. It deals a pretty hefty blow.,
5428,7847304,\pHaunt,Haunt,
5429,7847312,"\pSo rare, it has a high market value.\nIt's said only four were ever made.","So rare, it has a high market value. It's said only four were ever made.",
5430,7847392,\pFill the area with restorative light.\nHeals both you and the enemy.,Fill the area with restorative light. Heals both you and the enemy.,
5431,7847464,\pWhich continent will you warp to?,Which continent will you warp to?,
5432,7847504,\pAn cursed axe with a wicked aura.\nDrains your energy with every blow.,An cursed axe with a wicked aura. Drains your energy with every blow.,
5433,7847584,\pAn axe co-designed by a woodcutter\nfrom Wayward Forest to chop wood.,An axe co-designed by a woodcutter from Wayward Forest to chop wood.,
5434,7847656,\pThere... It is done.,There... It is done.,
5435,7847680,"\pDrain half of your remaining HP,\ndisseminating it to the enemy!","Drain half of your remaining HP, disseminating it to the enemy!",
5436,7847752,\pUnderstood.\nI'll deactivate the old one.,Understood. I'll deactivate the old one.,
5437,7847808,\pA battle-ready take on the tomahawk.\nHas a deceptively sharp edge.,A battle-ready take on the tomahawk. Has a deceptively sharp edge.,
5438,7847880,"\pVery well, then. Let us begin!","Very well, then. Let us begin!",
5439,7847920,"\pA spear once borne by Poseidon,\nescaping the Deep Sea Fiends' notice.","A spear once borne by Poseidon, escaping the Deep Sea Fiends' notice.",
5440,7848000,\pA spear made from unicorn horn.\nIts potent energy is palpable!,A spear made from unicorn horn. Its potent energy is palpable!,
5441,7848072,\pTransfer,Transfer,
5442,7848088,\pSore Feet,Sore Feet,
5443,7848100,\p500G,500G,
5444,7848112,\pA pike with three points on its end.\nOriginally used for spear-fishing.,A pike with three points on its end. Originally used for spear-fishing.,
5445,7848192,\pA mighty spear made of tempered iron.\nCapable of skewering anything!,A mighty spear made of tempered iron. Capable of skewering anything!,
5446,7848264,\pAnything else I can do for you?,Anything else I can do for you?,
5447,7848304,"\pIt's as damaging as it is long, but\nso long that it's really heavy!","It's as damaging as it is long, but so long that it's really heavy!",
5448,7848376,"\pVery well, then. Let us pray...","Very well, then. Let us pray...",
5449,7848416,\p%0x%0y\h%13c\hSFX  %5x%0y\z,SFX,
5450,7848568,\pFlash Bomb,Flash Bomb,
5451,7848584,\pBeast Tamer,Beast Tamer,
5452,7848600,\pStatus Storm,Status Storm,
5453,7848616,\pQuake,Quake,
5454,7848624,\pA hefty spear that can skewer foes!\nMost effective against large targets.,A hefty spear that can skewer foes! Most effective against large targets.,
5455,7848704,\p%0x%0y\hSFX  %5x%0y\z,SFX,
5456,7848840,"\pYou'll be withdrawing %3c\,%dG%0c,\nthen? Is that right?","You'll be withdrawing ,[NUM]G, then? Is that right?",
5457,7848904,\pCountdown,Countdown,
5458,7848916,\p100G,100G,
5459,7848928,\pUsually thrown at one's enemies...\nbut sticking them with it works too!,Usually thrown at one's enemies... but sticking them with it works too!,
5460,7849008,\pA carving knife that's had many an\nowner. Curses those it strikes.,A carving knife that's had many an owner. Curses those it strikes.,
5461,7849080,\pYou wish for me to cure you?,You wish for me to cure you?,
5462,7849112,\pVolt+,Volt+,
5463,7849120,\pA dagger steeped in a potent venom.\nBadly poisons those wounded by it.,A dagger steeped in a potent venom. Badly poisons those wounded by it.,
5464,7849200,\pA very sturdy knife. Forged from metal\nextracted from a meteorite.,A very sturdy knife. Forged from metal extracted from a meteorite.,
5465,7849272,\pSoul Shuffle,Soul Shuffle,
5466,7849288,"\pWelcome, %3c%s%0c.\nWhat can we do for you today?","Welcome, [TEXT]. What can we do for you today?",
5467,7849344,\pA dagger used by assassins that can\npotentially fell a mark in one hit.,A dagger used by assassins that can potentially fell a mark in one hit.,
5468,7849424,\pA legendary scalpel used by the famed\nDoctor BackGammon. Can cut anything.,A legendary scalpel used by the famed Doctor BackGammon. Can cut anything.,
5469,7849504,"\pA small, sharp cutter that can pierce\nanything. Great for model-makers!","A small, sharp cutter that can pierce anything. Great for model-makers!",
5470,7849584,\pA shiv admired by Ken-san fans the\nworld over. As sharp as you'd expect!,A shiv admired by Ken-san fans the world over. As sharp as you'd expect!,
5471,7849680,\pA popular but expensive knife. Its\nconvenience makes it worth the cost!,A popular but expensive knife. Its convenience makes it worth the cost!,
5472,7849760,\pCulinary tool and weapon in one. For\nthose who prefer to hunt their dinner!,Culinary tool and weapon in one. For those who prefer to hunt their dinner!,
5473,7849840,"\pAnd if you lose, I'll make you sorry\nyou ever tangoed with us!","And if you lose, I'll make you sorry you ever tangoed with us!",
5474,7849912,\pTime Out,Time Out,
5475,7849928,\pSamaritan,Samaritan,
5476,7849940,\p50G,50G,
5477,7849952,"\pYou'll have to win twice before\nwe hand over any money, though!","You'll have to win twice before we hand over any money, though!",
5478,7850024,\pPossessed,Possessed,
5479,7850036,\p10G,10G,
5480,7850048,"\pI would leave this to my cudgel,\nbut that would upset our customers...\nSo let's go with rock-paper-scissors!","I would leave this to my cudgel, but that would upset our customers... So let's go with rock-paper-scissors!",
5481,7850168,\pMagma DX,Magma DX,
5482,7850184,\pPuppeteer,Puppeteer,
5483,7850196,\p5G,5G,
5484,7850208,"\pEek!\nWh-What do you think you're doing?!\nYou'll be wanted for this, you know!","Eek! Wh-What do you think you're doing?! You'll be wanted for this, you know!",
5485,7850296,\pFootsore,Footsore,
5486,7850312,\pArmy Attack,Army Attack,
5487,7850328,"\pWhy, you've nothing to cure!","Why, you've nothing to cure!",
5488,7850360,\pUnderstood. Then I shall begin!,Understood. Then I shall begin!,
5489,7850400,"\pI'm terribly sorry,\nbut you don't have any\nsavings deposited with us...","I'm terribly sorry, but you don't have any savings deposited with us...",
5490,7850480,"\pI'm terribly sorry,\nbut you don't have enough \nmoney to make a deposit...","I'm terribly sorry, but you don't have enough money to make a deposit...",
5491,7850560,\pSquall,Squall,
5492,7850576,\pWe'll deactivate the card in question\nand provide you with a new one.,We'll deactivate the card in question and provide you with a new one.,
5493,7850656,"\pIf you ever lose it or it gets stolen,\njust head to the nearest bank.","If you ever lose it or it gets stolen, just head to the nearest bank.",
5494,7850736,\pIce DX,Ice DX,
5495,7850752,"\pThis card lets you buy items in shops\nas long as you have some savings,\neven if you have no money on hand.","This card lets you buy items in shops as long as you have some savings, even if you have no money on hand.",
5497,7850880,\pMix-up,Mix-up,
5498,7850896,\pVacuum,Vacuum,
5499,7850912,\pSealed,Sealed,
5500,7850928,\pCursed,Cursed,
5501,7850944,\pPoisoned,Poisoned,
5502,7850960,\pAssault,Assault,
5503,7850976,\pTelekinesis,Telekinesis,
5504,7850992,"\p%3c%s%0c's failed attack has\nmade them a wanted criminal!\nBounty: %2c\,%dG%0c!\k","[TEXT]'s failed attack has made them a wanted criminal! Bounty: ,[NUM]G!",
5505,7851080,\pC'mere!,C'mere!,
5506,7851096,\pA draw... Not bad.\nBut it's not over yet!,A draw... Not bad. But it's not over yet!,
5507,7851144,\pGoofy Ghost,Goofy Ghost,
5508,7851160,\pMean Missile,Mean Missile,
5509,7851176,\pShall I cure you of your afflictions?,Shall I cure you of your afflictions?,
5510,7851216,"\pOhohoho!\nBit off more than you could chew?\nToo bad! Better start running, punk!","Ohohoho! Bit off more than you could chew? Too bad! Better start running, punk!",
5511,7851304,\pSozzle,Sozzle,
5512,7851320,\pMad Mirage,Mad Mirage,
5513,7851336,\pThe %1c%s%0c has vanished!\k,The [TEXT] has vanished!,
5514,7851368,\pYou don't seem to require treatment!,You don't seem to require treatment!,
5515,7851408,"\pUgyaa!\n25 years of working in security,\nand I've never been so humiliated!","Ugyaa! 25 years of working in security, and I've never been so humiliated!",
5516,7851488,\pYou say you have no money to offer?\nThe almighty cannot help those\nwithout charity in their hearts!,You say you have no money to offer? The almighty cannot help those without charity in their hearts!,
5517,7851592,\pMay I be of service in any other way?,May I be of service in any other way?,
5518,7851632,"\pI can warp you to your desired\nlocation for \,%3c%dG%0c.\nIs this acceptable?","I can warp you to your desired location for ,[NUM]G. Is this acceptable?",
5519,7851720,\pCrash Bomb,Crash Bomb,
5520,7851736,"\p\rI can remove the curse for\n\,%3c%dG%0c...\nWhat say you?","I can remove the curse for ,[NUM]G... What say you?",
5521,7851800,"\pVery well, then.","Very well, then.",
5522,7851824,"\pWhy, you seem to be suffering from\n%d status ailment(s)!\nShall I relieve you of your suffering?","Why, you seem to be suffering from [NUM] status ailment(s)! Shall I relieve you of your suffering?",
5523,7851928,\pQuake DX,Quake DX,
5524,7851944,\pQuake+,Quake+,
5525,7851960,\pMystery,Mystery,
5526,7851976,\pIt is done.,It is done.,
5527,7851992,\p%3c%s%0c has changed their\nname back to %3c%s%0c!\k,[TEXT] has changed their name back to [TEXT]!,
5528,7852048,"\pIf you repent,\nyou will revive here upon dying.\nIs this acceptable?","If you repent, you will revive here upon dying. Is this acceptable?",
5529,7852120,\pOh? It seems your\n%1c%s%0c is cursed!,Oh? It seems your [TEXT] is cursed!,
5530,7852168,\pMagma+,Magma+,
5531,7852184,"\pWhy, you seem to be suffering from\n%d status ailment(s)!","Why, you seem to be suffering from [NUM] status ailment(s)!",
5532,7852244,\p1G,1G,
5533,7852256,"\p%3c%s%0c, my child...\nWill you not renounce your evil ways\nand return to your natural form?","[TEXT], my child... Will you not renounce your evil ways and return to your natural form?",
5534,7852352,\pFreeze %3call players on the target\nspace%0c and deal them big damage.,Freeze all players on the target space and deal them big damage.,
5535,7852432,\pHurl a fireball at your target\nto deal a large amount of damage.,Hurl a fireball at your target to deal a large amount of damage.,
5536,7852500,\p-50G,-50G,
5537,7852512,\pHurl a fireball at your target\nto deal a small amount of damage.,Hurl a fireball at your target to deal a small amount of damage.,
5538,7852580,\p-10G,-10G,
5539,7852592,\pSummon lightning to deal\na large amount of damage to\n%3call players on the same screen%0c.,Summon lightning to deal a large amount of damage to all players on the same screen.,
5540,7852688,\pSummon lightning to deal\na small amount of damage to\n%3call players on the same screen%0c.,Summon lightning to deal a small amount of damage to all players on the same screen.,
5541,7852784,\pYou wish to change your revival point\nto Dokapon Castle?,You wish to change your revival point to Dokapon Castle?,
5542,7852848,"\pYou wish to regain your original name?\nThat will cost you \,%3c%dG%0c.","You wish to regain your original name? That will cost you ,[NUM]G.",
